Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary
1,HS,1201,2:56.612.240,251.916 us,64 B,,03,04,   IN txn   [2 POLL],05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1202,2:56.612.240,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1203,2:56.612.490,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1204,2:56.612.491,1.150 us,67 B,,03,04,      DATA1 packet,4B 05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3D A4,
2,HS,1205,2:56.612.492,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1206,2:56.612.745,1.883 us,64 B,K,03,02,Output Report,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1207,2:56.612.745,1.883 us,64 B,,03,02,   OUT txn,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1208,2:56.612.745,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1209,2:56.612.745,1.133 us,67 B,,03,02,      DATA0 packet,C3 08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B7 C8,
2,HS,1210,2:56.612.746,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1211,2:56.612.615,251.900 us,64 B,K,03,04,Input Report,08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1212,2:56.612.615,251.900 us,64 B,,03,04,   IN txn   [2 POLL],08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1213,2:56.612.615,128.833 us,,,03,04,      [2 IN-NAK],,
2,HS,1214,2:56.612.865,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1215,2:56.612.866,1.133 us,67 B,,03,04,      DATA0 packet,C3 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD D6,
2,HS,1216,2:56.612.867,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1217,2:56.613.116,1.866 us,64 B,K,03,02,Output Report,04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1218,2:56.613.116,1.866 us,64 B,,03,02,   OUT txn,04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1219,2:56.613.116,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1220,2:56.613.117,1.133 us,67 B,,03,02,      DATA1 packet,4B 04 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9D F7,
2,HS,1221,2:56.613.118,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1222,2:56.612.990,251.900 us,64 B,K,03,04,Input Report,04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1223,2:56.612.990,251.900 us,64 B,,03,04,   IN txn   [2 POLL],04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1224,2:56.612.990,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1225,2:56.613.240,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1226,2:56.613.241,1.150 us,67 B,,03,04,      DATA1 packet,4B 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BE D3,
2,HS,1227,2:56.613.242,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1228,2:56.613.491,1.883 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1229,2:56.613.491,1.883 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1230,2:56.613.491,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1231,2:56.613.492,1.133 us,67 B,,03,02,      DATA0 packet,C3 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,1232,2:56.613.493,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1233,2:56.613.365,251.916 us,64 B,K,03,04,Input Report,05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1234,2:56.613.365,251.916 us,64 B,,03,04,   IN txn   [2 POLL],05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1235,2:56.613.365,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1236,2:56.613.615,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1237,2:56.613.616,1.133 us,67 B,,03,04,      DATA0 packet,C3 05 01 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3D A4,
2,HS,1238,2:56.613.617,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1239,2:56.613.866,1.866 us,64 B,K,03,02,Output Report,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1240,2:56.613.866,1.866 us,64 B,,03,02,   OUT txn,08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1241,2:56.613.866,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1242,2:56.613.867,1.133 us,67 B,,03,02,      DATA1 packet,4B 08 00 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B7 C8,
2,HS,1243,2:56.613.868,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1244,2:56.613.740,251.900 us,64 B,K,03,04,Input Report,08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1245,2:56.613.740,251.900 us,64 B,,03,04,   IN txn   [2 POLL],08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1246,2:56.613.740,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1247,2:56.613.990,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1248,2:56.613.991,1.150 us,67 B,,03,04,      DATA1 packet,4B 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD D6,
2,HS,1249,2:56.613.992,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1250,2:56.614.241,1.883 us,64 B,K,03,02,Output Report,10 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1251,2:56.614.241,1.883 us,64 B,,03,02,   OUT txn,10 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1252,2:56.614.241,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1253,2:56.614.242,1.150 us,67 B,,03,02,      DATA0 packet,C3 10 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C4 1C,
2,HS,1254,2:56.614.243,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1255,2:56.614.115,251.900 us,64 B,K,03,04,Input Report,10 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1256,2:56.614.115,251.900 us,64 B,,03,04,   IN txn   [2 POLL],10 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1257,2:56.614.115,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1258,2:56.614.365,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1259,2:56.614.366,1.133 us,67 B,,03,04,      DATA0 packet,C3 10 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 97 07,
2,HS,1260,2:56.614.367,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1261,2:56.614.616,1.883 us,64 B,K,03,02,Output Report,13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1262,2:56.614.616,1.883 us,64 B,,03,02,   OUT txn,13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1263,2:56.614.616,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1264,2:56.614.617,1.150 us,67 B,,03,02,      DATA1 packet,4B 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 8D,
2,HS,1265,2:56.614.618,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1266,2:56.614.490,255.166 us,64 B,K,03,04,Input Report,13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1267,2:56.614.490,255.166 us,64 B,,03,04,   IN txn   [2 POLL],13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1268,2:56.614.490,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1269,2:56.614.744,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1270,2:56.614.744,1.150 us,67 B,,03,04,      DATA1 packet,4B 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 8D,
2,HS,1271,2:56.614.746,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1272,2:56.614.992,1.900 us,64 B,K,03,02,Output Report,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1273,2:56.614.992,1.900 us,64 B,,03,02,   OUT txn,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1274,2:56.614.992,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1275,2:56.614.992,1.166 us,67 B,,03,02,      DATA0 packet,C3 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,1276,2:56.614.993,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1277,2:56.614.866,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1278,2:56.614.866,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1279,2:56.614.866,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1280,2:56.615.116,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1281,2:56.615.116,1.133 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1282,2:56.615.117,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1283,2:56.615.367,1.883 us,64 B,K,03,02,Output Report,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1284,2:56.615.367,1.883 us,64 B,,03,02,   OUT txn,12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1285,2:56.615.367,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1286,2:56.615.367,1.150 us,67 B,,03,02,      DATA1 packet,4B 12 10 9E E7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2A 3B,
2,HS,1287,2:56.615.368,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1288,2:56.615.241,251.933 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1289,2:56.615.241,251.933 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1290,2:56.615.241,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1291,2:56.615.491,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1292,2:56.615.491,1.150 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1293,2:56.615.492,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1294,2:56.615.742,1.900 us,64 B,K,03,02,Output Report,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1295,2:56.615.742,1.900 us,64 B,,03,02,   OUT txn,12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1296,2:56.615.742,83 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1297,2:56.615.742,1.166 us,67 B,,03,02,      DATA0 packet,C3 12 33 FF FF FF FF FF FF FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE A7,
2,HS,1298,2:56.615.743,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1299,2:56.615.616,251.916 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1300,2:56.615.616,251.916 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1301,2:56.615.616,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1302,2:56.615.866,83 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1303,2:56.615.866,1.133 us,67 B,,03,04,      DATA0 packet,C3 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1304,2:56.615.867,50 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1305,2:56.616.117,1.866 us,64 B,K,03,02,Output Report,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1306,2:56.616.117,1.866 us,64 B,,03,02,   OUT txn,12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1307,2:56.616.117,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1308,2:56.616.117,1.133 us,67 B,,03,02,      DATA1 packet,4B 12 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 BF,
2,HS,1309,2:56.616.118,33 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1310,2:56.615.991,251.900 us,64 B,K,03,04,Input Report,12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1311,2:56.615.991,251.900 us,64 B,,03,04,   IN txn   [2 POLL],12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1312,2:56.615.991,125.400 us,,,03,04,      [2 IN-NAK],,
2,HS,1313,2:56.616.241,66 ns,3 B,,03,04,      IN packet,69 03 02,
2,HS,1314,2:56.616.241,1.133 us,67 B,,03,04,      DATA1 packet,4B 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D,
2,HS,1315,2:56.616.243,33 ns,1 B,,03,04,      ACK packet,D2,
0,HS,1316,2:56.616.492,1.883 us,64 B,K,03,02,Output Report,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1317,2:56.616.492,1.883 us,64 B,,03,02,   OUT txn,05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1318,2:56.616.492,66 ns,3 B,,03,02,      OUT packet,E1 03 79,
2,HS,1319,2:56.616.492,1.133 us,67 B,,03,02,      DATA0 packet,C3 05 00 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 87 63,
2,HS,1320,2:56.616.494,50 ns,1 B,,03,02,      ACK packet,D2,
0,HS,1321,2:56.616.366,251.916 us,64 B,K,03,04,Input Report,05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
1,HS,1322,2:56.616.366,251.916 us,64 B,,03,04,   IN txn   [2 POLL],05 01 01 77 24 A0 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,
2,HS,1323,2:56.616.366,125.416 us,,,03,04,      [2 IN-NAK],,
2,HS,1324,2:56.616.616,66 ns,3 B,,03,04,      IN packet,69 03 02,
